,Kód kraja,Názov kraja,Kód okresu,Názov okresu,Súčasná ekonomická aktivita,Pohlavie,Vek,abs.
12714,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,30-34,177.0
12715,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,35-39,175.0
12716,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,40-44,128.0
12717,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,45-49,185.0
12718,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,50-54,180.0
12719,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,55-59,114.0
12720,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,60-64,0.0
12721,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,nezistený,0.0
12723,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,100-104,0.0
12724,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,105+,0.0
12725,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,15-19,51.0
12726,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,20-24,97.0
12727,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,25-29,68.0
12728,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,30-34,78.0
12729,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,35-39,68.0
12730,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,40-44,60.0
12731,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,45-49,60.0
12732,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,50-54,58.0
12733,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,55-59,57.0
12734,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,60-64,43.0
12735,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,65-69,20.0
12736,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,70-74,9.0
12737,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,75-79,10.0
12738,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,80-84,6.0
12739,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,85-89,7.0
12740,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,90-94,2.0
12741,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,95-99,1.0
12742,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,muži,nezistený,1.0
12745,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,100-104,0.0
12746,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,105+,0.0
12747,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,15-19,45.0
12748,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,20-24,74.0
12749,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,25-29,57.0
12750,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,30-34,62.0
12751,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,35-39,43.0
12752,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,40-44,40.0
12753,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,45-49,37.0
12754,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,50-54,44.0
12755,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,55-59,28.0
12756,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,60-64,27.0
12757,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,65-69,22.0
12758,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,70-74,11.0
12759,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,75-79,13.0
12760,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,80-84,15.0
12761,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,85-89,13.0
12762,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,90-94,3.0
12763,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,95-99,1.0
12764,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezistená,ženy,nezistený,2.0
12766,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,15-19,0.0
12767,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,20-24,0.0
12768,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,25-29,1.0
12769,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,30-34,0.0
12770,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,35-39,0.0
12771,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,40-44,0.0
12772,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,45-49,0.0
12773,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,50-54,0.0
12774,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,muži,60-64,0.0
12777,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,15-19,2.0
12778,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,20-24,34.0
12779,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,25-29,76.0
12780,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,30-34,67.0
12781,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,35-39,17.0
12782,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,40-44,6.0
12783,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,45-49,0.0
12784,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,50-54,0.0
12785,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na materskej dovolenke,ženy,nezistený,0.0
12787,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,15-19,0.0
12788,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,20-24,4.0
12789,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,25-29,0.0
12790,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,30-34,8.0
12791,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,35-39,5.0
12792,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,40-44,1.0
12793,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,45-49,6.0
12794,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,50-54,1.0
12795,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,55-59,0.0
12796,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,muži,nezistený,0.0
12799,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,15-19,11.0
12800,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,20-24,112.0
12801,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,25-29,262.0
12802,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,30-34,326.0
12803,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,35-39,175.0
12804,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,40-44,54.0
12805,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,45-49,14.0
12806,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,50-54,2.0
12807,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,55-59,1.0
12808,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,60-64,0.0
12809,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,70-74,0.0
12810,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,90-94,0.0
12811,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby na rodičovskej dovolenke,ženy,nezistený,0.0
12813,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,15-19,4.0
12814,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,20-24,2.0
12815,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,25-29,2.0
12816,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,30-34,1.0
12817,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,35-39,2.0
12818,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,40-44,2.0
12819,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,45-49,2.0
12820,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,50-54,3.0
12821,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,55-59,2.0
12822,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,60-64,0.0
12823,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,65-69,0.0
12824,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,70-74,0.0
12825,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,75-79,0.0
12826,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,80-84,0.0
12827,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,85-89,0.0
12828,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,90-94,0.0
12829,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,muži,nezistený,0.0
12832,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,15-19,4.0
12833,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,20-24,5.0
12834,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,25-29,16.0
12835,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,30-34,18.0
12836,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,35-39,32.0
12837,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,40-44,22.0
12838,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,45-49,27.0
12839,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,50-54,30.0
12840,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,55-59,19.0
12841,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,60-64,4.0
12842,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,65-69,0.0
12843,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,70-74,3.0
12844,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,75-79,0.0
12845,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,80-84,0.0
12846,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,85-89,1.0
12847,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,90-94,0.0
12848,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,95-99,0.0
12849,4,Nitriansky kraj,407,Okres Zlaté Moravce,osoby v domácnosti,ženy,nezistený,0.0
12851,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,100-104,0.0
12852,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,15-19,42.0
12853,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,20-24,710.0
12854,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,25-29,1284.0
12855,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,30-34,1388.0
12856,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,35-39,1272.0
12857,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,40-44,1145.0
12858,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,45-49,1191.0
12859,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,50-54,1120.0
12860,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,55-59,1010.0
12861,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,60-64,207.0
12862,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,65-69,5.0
12863,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,70-74,1.0
12864,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,75-79,0.0
12865,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,80-84,0.0
12866,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,85-89,1.0
12867,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,90-94,0.0
12868,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,95-99,1.0
12869,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),muži,nezistený,0.0
12872,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,15-19,32.0
12873,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,20-24,481.0
12874,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,25-29,895.0
12875,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,30-34,862.0
12876,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,35-39,1010.0
12877,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,40-44,1025.0
12878,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,45-49,1048.0
12879,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,50-54,1021.0
12880,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,55-59,525.0
12881,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,60-64,20.0
12882,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,65-69,1.0
12883,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,70-74,2.0
12884,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,75-79,1.0
12885,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,80-84,2.0
12886,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,85-89,0.0
12887,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,90-94,0.0
12888,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,95-99,0.0
12889,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci (okrem dôchodcov),ženy,nezistený,1.0
12891,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,15-19,0.0
12892,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,20-24,1.0
12893,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,25-29,4.0
12894,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,30-34,3.0
12895,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,35-39,11.0
12896,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,40-44,8.0
12897,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,45-49,15.0
12898,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,50-54,19.0
12899,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,55-59,35.0
12900,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,60-64,83.0
12901,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,65-69,48.0
12902,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,70-74,13.0
12903,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,75-79,11.0
12904,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,80-84,5.0
12905,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,85-89,0.0
12906,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,90-94,0.0
12907,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,95-99,0.0
12908,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,muži,nezistený,0.0
12911,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,15-19,0.0
12912,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,20-24,0.0
12913,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,25-29,2.0
12914,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,30-34,2.0
12915,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,35-39,5.0
12916,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,40-44,8.0
12917,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,45-49,9.0
12918,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,50-54,23.0
12919,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,55-59,98.0
12920,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,60-64,69.0
12921,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,65-69,22.0
12922,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,70-74,12.0
12923,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,75-79,15.0
12924,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,80-84,13.0
12925,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,85-89,0.0
12926,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,90-94,0.0
12927,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,95-99,0.0
12928,4,Nitriansky kraj,407,Okres Zlaté Moravce,pracujúci dôchodcovia,ženy,nezistený,0.0
12930,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,15-19,0.0
12931,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,20-24,5.0
12932,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,25-29,6.0
12933,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,30-34,5.0
12934,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,35-39,1.0
12935,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,40-44,4.0
12936,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,45-49,3.0
12937,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,50-54,3.0
12938,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,55-59,1.0
12939,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,60-64,0.0
12940,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,65-69,0.0
12941,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,70-74,0.0
12942,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,75-79,1.0
12943,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,80-84,0.0
12944,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,85-89,0.0
12945,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,90-94,0.0
12946,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,95-99,0.0
12947,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,muži,nezistený,0.0
12950,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,105+,0.0
12951,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,15-19,0.0
12952,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,20-24,0.0
12953,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,25-29,3.0
12954,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,30-34,1.0
12955,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,35-39,1.0
12956,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,40-44,0.0
12957,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,45-49,0.0
12958,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,50-54,1.0
12959,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,55-59,0.0
12960,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,60-64,0.0
12961,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,65-69,0.0
12962,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,70-74,0.0
12963,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,75-79,0.0
12964,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,80-84,0.0
12965,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,85-89,0.0
12966,4,Nitriansky kraj,407,Okres Zlaté Moravce,príjemcovia kapitálových príjmov,ženy,95-99,0.0
12968,4,Nitriansky kraj,407,Okres Zlaté Moravce,študenti stredných škôl,muži,15-19,911.0
12969,4,Nitriansky kraj,407,Okres Zlaté Moravce,študenti stredných škôl,muži,20-24,57.0
12970,4,Nitriansky kraj,407,Okres Zlaté Moravce,študenti stredných škôl,muži,25-29,0.0
12971,4,Nitriansky kraj,407,Okres Zlaté Moravce,študenti stredných škôl,muži,30-34,0.0
