"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Súčasná ekonomická aktivita";"abs."
SK0327;Okres Poltár;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;1
SK0327;Okres Poltár;muž;produktívny vek (15-64 rokov);iná;31
SK0327;Okres Poltár;muž;produktívny vek (15-64 rokov);žiak základnej školy;60
SK0327;Okres Poltár;muž;poproduktívny vek (65 a viac rokov);dôverné;1
SK0327;Okres Poltár;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;176
SK0327;Okres Poltár;muž;poproduktívny vek (65 a viac rokov);dôchodca;1419
SK0327;Okres Poltár;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;843
SK0327;Okres Poltár;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;595
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);dôverné;29
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);nezistené;157
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);3253
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;263
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;27
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;131
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);nezamestnaný;797
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);žiak strednej školy;303
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);študent vysokej školy;166
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);osoba v domácnosti;820
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);dôchodca;690
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;2
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);iná;3
SK0327;Okres Poltár;žena;produktívny vek (15-64 rokov);žiak základnej školy;47
SK0327;Okres Poltár;žena;poproduktívny vek (65 a viac rokov);dôverné;2
SK0327;Okres Poltár;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;158
SK0327;Okres Poltár;žena;poproduktívny vek (65 a viac rokov);dôchodca;2185
SK0328;Okres Revúca;muž;predproduktívny vek (0-14 rokov);dôverné;2
SK0328;Okres Revúca;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0328;Okres Revúca;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1946
SK0328;Okres Revúca;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1517
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);dôverné;73
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);nezistené;615
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);6679
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;363
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;7
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;23
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);nezamestnaný;1836
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);žiak strednej školy;605
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);študent vysokej školy;178
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1624
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);dôchodca;947
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;6
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);iná;88
SK0328;Okres Revúca;muž;produktívny vek (15-64 rokov);žiak základnej školy;223
SK0328;Okres Revúca;muž;poproduktívny vek (65 a viac rokov);dôverné;6
SK0328;Okres Revúca;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;272
SK0328;Okres Revúca;muž;poproduktívny vek (65 a viac rokov);dôchodca;2114
SK0328;Okres Revúca;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0328;Okres Revúca;žena;predproduktívny vek (0-14 rokov);dôverné;1
SK0328;Okres Revúca;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;1917
SK0328;Okres Revúca;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1363
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);dôverné;44
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);nezistené;477
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);5352
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;353
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;42
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;200
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);nezamestnaný;2218
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);žiak strednej školy;577
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);študent vysokej školy;242
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1981
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);dôchodca;948
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;2
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);iná;9
SK0328;Okres Revúca;žena;produktívny vek (15-64 rokov);žiak základnej školy;158
SK0328;Okres Revúca;žena;poproduktívny vek (65 a viac rokov);dôverné;3
SK0328;Okres Revúca;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;244
SK0328;Okres Revúca;žena;poproduktívny vek (65 a viac rokov);dôchodca;3412
SK0329;Okres Rimavská Sobota;muž;predproduktívny vek (0-14 rokov);dôverné;3
SK0329;Okres Rimavská Sobota;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;4190
SK0329;Okres Rimavská Sobota;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3181
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);dôverné;103
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);nezistené;1346
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);13614
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;860
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;11
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;25
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);nezamestnaný;4052
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);žiak strednej školy;1256
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);študent vysokej školy;377
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);osoba v domácnosti;2982
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);dôchodca;2050
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;24
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);iná;175
SK0329;Okres Rimavská Sobota;muž;produktívny vek (15-64 rokov);žiak základnej školy;350
SK0329;Okres Rimavská Sobota;muž;poproduktívny vek (65 a viac rokov);dôverné;8
SK0329;Okres Rimavská Sobota;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;576
SK0329;Okres Rimavská Sobota;muž;poproduktívny vek (65 a viac rokov);dôchodca;4182
SK0329;Okres Rimavská Sobota;žena;predproduktívny vek (0-14 rokov);dôverné;1
SK0329;Okres Rimavská Sobota;žena;predproduktívny vek (0-14 rokov);nezistené;2
SK0329;Okres Rimavská Sobota;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;4028
SK0329;Okres Rimavská Sobota;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3112
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);dôverné;87
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);nezistené;955
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);11288
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;901
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;140
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;455
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);nezamestnaný;4409
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);žiak strednej školy;1127
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);študent vysokej školy;528
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);osoba v domácnosti;4251
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);dôchodca;2166
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;20
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);iná;24
SK0329;Okres Rimavská Sobota;žena;produktívny vek (15-64 rokov);žiak základnej školy;302
SK0329;Okres Rimavská Sobota;žena;poproduktívny vek (65 a viac rokov);dôverné;10
SK0329;Okres Rimavská Sobota;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;575
SK0329;Okres Rimavská Sobota;žena;poproduktívny vek (65 a viac rokov);dôchodca;6920
SK032A;Okres Veľký Krtíš;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK032A;Okres Veľký Krtíš;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1650
SK032A;Okres Veľký Krtíš;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1257
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);dôverné;84
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);nezistené;534
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);8156
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1093
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;9
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;13
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);nezamestnaný;1176
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);žiak strednej školy;629
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);študent vysokej školy;272
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1038
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);dôchodca;1561
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;18
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);iná;101
SK032A;Okres Veľký Krtíš;muž;produktívny vek (15-64 rokov);žiak základnej školy;108
SK032A;Okres Veľký Krtíš;muž;poproduktívny vek (65 a viac rokov);dôverné;10
SK032A;Okres Veľký Krtíš;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;400
SK032A;Okres Veľký Krtíš;muž;poproduktívny vek (65 a viac rokov);dôchodca;2427
SK032A;Okres Veľký Krtíš;muž;poproduktívny vek (65 a viac rokov);iná;1
SK032A;Okres Veľký Krtíš;žena;predproduktívny vek (0-14 rokov);nezistené;1
SK032A;Okres Veľký Krtíš;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK032A;Okres Veľký Krtíš;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;1598
SK032A;Okres Veľký Krtíš;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1211
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);dôverné;67
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);nezistené;405
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);6460
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;972
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;89
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;278
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);nezamestnaný;1238
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);žiak strednej školy;614
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);študent vysokej školy;347
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1838
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);dôchodca;1695
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;10
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);iná;10
SK032A;Okres Veľký Krtíš;žena;produktívny vek (15-64 rokov);žiak základnej školy;84
SK032A;Okres Veľký Krtíš;žena;poproduktívny vek (65 a viac rokov);dôverné;8
SK032A;Okres Veľký Krtíš;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;302
SK032A;Okres Veľký Krtíš;žena;poproduktívny vek (65 a viac rokov);dôchodca;4232
SK032B;Okres Zvolen;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK032B;Okres Zvolen;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;2590
SK032B;Okres Zvolen;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2152
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);dôverné;54
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);nezistené;656
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);15137
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1210
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;34
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;31
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);nezamestnaný;1043
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);žiak strednej školy;1126
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);študent vysokej školy;580
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);osoba v domácnosti;930
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);dôchodca;1266
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;61
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);iná;118
SK032B;Okres Zvolen;muž;produktívny vek (15-64 rokov);žiak základnej školy;149
SK032B;Okres Zvolen;muž;poproduktívny vek (65 a viac rokov);dôverné;6
SK032B;Okres Zvolen;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;976
SK032B;Okres Zvolen;muž;poproduktívny vek (65 a viac rokov);dôchodca;3964
SK032B;Okres Zvolen;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;2
SK032B;Okres Zvolen;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK032B;Okres Zvolen;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;2662
SK032B;Okres Zvolen;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2020
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);dôverné;47
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);nezistené;488
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);13108
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1232
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;216
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;528
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);nezamestnaný;1223
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);žiak strednej školy;1094
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);študent vysokej školy;710
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1967
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);dôchodca;1566
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;54
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);iná;13
SK032B;Okres Zvolen;žena;produktívny vek (15-64 rokov);žiak základnej školy;127
SK032B;Okres Zvolen;žena;poproduktívny vek (65 a viac rokov);dôverné;4
SK032B;Okres Zvolen;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;931
SK032B;Okres Zvolen;žena;poproduktívny vek (65 a viac rokov);dôchodca;6673
SK032C;Okres Žarnovica;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1017
SK032C;Okres Žarnovica;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;766
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);dôverné;31
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);nezistené;224
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);5646
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;514
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;12
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;11
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);nezamestnaný;600
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);žiak strednej školy;418
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);študent vysokej školy;215
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);osoba v domácnosti;306
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);dôchodca;696
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;6
SK032C;Okres Žarnovica;muž;produktívny vek (15-64 rokov);iná;32
